welcomeText.started,welcomeText.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
16.746885999804363,None,space,0.6773252000566572,16.746885999804363,None,,001,2020_Nov_05_1304,ExpGiulia,2020.2.4,144.06647800511777,
